id,title,grade,gradeVer,gender,ageRange/0,ageRange/1,text,servFreq,riskName,general,tool/0,tool/1,tool/2,riskText,rationale,tool/3,tool/4
258,Gestational Diabetes Mellitus: Screening -- Pregnant Women Before 24 Weeks of Gestation,I,1,female,15,49,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for GDM in asymptomatic pregnant women before 24 weeks of gestation.,None,Pregnant,138,212,213,0,"Several factors increase a woman's risk for developing GDM, including obesity, increased maternal age, history of GDM, family history of diabetes, and belonging to an ethnic group that has increased risk for developing type 2 diabetes mellitus (Hispanic, Native American, South or East Asian, African American, or Pacific Island descent). Factors associated with a lower risk for developing GDM include age younger than 25 to 30 years, white race, a body mass index (BMI) of 25 kg/m2 or less, no family history (that is, in a first-degree relative) of diabetes, and no history of glucose intolerance or adverse pregnancy outcomes related to GDM.","Importance
Gestational diabetes mellitus is glucose intolerance discovered during pregnancy. The prevalence of GDM in the United States is 1% to 25%, depending on patient demographics and diagnostic thresholds. Pregnant women with gestational diabetes are at increased risk for maternal and fetal complications, including preeclampsia, fetal macrosomia (which can cause shoulder dystocia and birth injury), and neonatal hypoglycemia. Women with GDM are also at increased risk for developing type 2 diabetes mellitus; approximately 15% to 60% of women develop type 2 diabetes within 5 to 15 years of delivery. Screening for GDM generally occurs after the 24th week of pregnancy. Screening before 24 weeks may identify women with glucose intolerance earlier in pregnancy.
Detection
The USPSTF found adequate evidence that primary care providers can accurately detect GDM in asymptomatic pregnant women after 24 weeks of gestation. The most commonly used screening test in the United States is the 50-g oral glucose challenge test (OGCT).Other methods of screening include the fasting plasma glucose test and screening based on risk factors. However, there is limited evidence on these alternative screening approaches. The USPSTF found inadequate evidence to compare the effectiveness of different screening tests or thresholds for a positive screen result.
Benefits of Detection and Early Treatment
The USPSTF found adequate evidence that treatment of screen-detected GDM with dietary modifications, glucose monitoring, and insulin (if needed) can significantly reduce the risk of preeclampsia, fetal macrosomia, and shoulder dystocia. When these outcomes are considered collectively, there is a moderate net benefit for both mother and infant. The benefit of treatment on long-term metabolic outcomes in women who are treated for GDM compared with those who are not treated is uncertain.The USPSTF found inadequate evidence to determine whether there are benefits to screening for GDM in women before 24 weeks of gestation.
Harms of Detection and Early Treatment
Overall, the USPSTF found adequate evidence that the magnitude of the harms of screening and treatment is small to none. Randomized, controlled trials (RCTs) demonstrated an increase in the number of prenatal visits in screen-detected women who were treated for GDM compared with screen-detected women who were not treated. There was conflicting evidence on the risk for an increase in the induction of labor associated with treatment. No significant differences were reported for cesarean delivery or neonatal intensive care unit admissions between women who were treated and women who were not treated for GDM in the overall pooled meta-analysis. Trials also demonstrated no significant differences in the incidence of small-for-gestational-age infants or episodes of neonatal hypoglycemia, but the trials were not adequately powered to detect meaningful differences in these outcomes.
USPSTF Assessment
The USPSTF concludes with moderate certainty that there is a moderate net benefit to screening for gestational diabetes after 24 weeks of gestation to reduce maternal and fetal complications (the collective outcomes of preeclampsia, macrosomia, and shoulder dystocia).The USPSTF concludes that the evidence on screening for gestational diabetes before 24 weeks of gestation is insufficient, and the balance of benefits and harms of screening cannot be determined.",None,None
240,Glaucoma: Screening -- Adults,I,1,men and women,18,100,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for primary open-angle glaucoma (POAG) in adults.,None,None,130,193,192,0,"Increased IOP, family history of glaucoma, older age, and African American race increase a person's risk for open-angle glaucoma. Recent evidence shows that glaucoma may be increased in Hispanics. Older African Americans have a higher prevalence of glaucoma and perhaps a more rapid disease progression; if screening reduces vision impairment, then African Americans would probably have greater absolute benefit than whites.","Importance
Open-angle glaucoma affects approximately 2.5 million Americans and is a leading cause of impaired visual function (loss of peripheral vision) and blindness.
Detection
The USPSTF found inadequate evidence on the accuracy of screening for POAG in adults. Evidence is limited by the lack of an established gold standard against which individual screening tests can be compared.
Benefits of Detection and Early Treatment
The USPSTF found no direct evidence on the benefits of screening.The USPSTF found convincing evidence that treatment of increased intraocular pressure (IOP) and early glaucoma reduces the number of persons who develop small, clinically unnoticeable visual field defects and that treatment of early asymptomatic POAG decreases the number of persons whose visual field defects worsen.However, the USPSTF found inadequate evidence that screening for or treatment of increased IOP or early asymptomatic POAG reduces the number of persons who will develop impaired vision or quality of life.
Harms of Detection and Early Treatment
The USPSTF found no direct evidence on the harms of screening. It found convincing evidence that treatment results in numerous harms, including local eye irritation from medications and risk for complications from surgery, such as early formation of cataracts. The magnitude of these harms for most persons is small. Screening is associated with a risk for false-positive and false-negative results, but the magnitude of this risk is unknown, given the considerable variability in reported test sensitivity and specificity. Screening and treatment are associated with risk for overdiagnosis and overtreatment because some evidence shows that many persons with increased IOP or early POAG have an indolent long-term course yet still receive treatment.
USPSTF Assessment
The USPSTF concludes that the evidence of effectiveness of screening for glaucoma on clinical outcomes is lacking and that the balance of benefits and harms therefore cannot be determined.",None,None
223,Hearing Loss: Screening--Older Adults,I,1,men and women,50,100,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for hearing loss in asymptomatic adults aged 50 years or older. This recommendation applies to asymptomatic adults aged 50 years or older. It does not apply to persons seeking evaluation for perceived hearing problems or for cognitive or affective symptoms that may be related to hearing loss. These persons should be assessed for objective hearing impairment and treated when indicated.,None,Age,120,171,170,172,"Aging is the most important risk factor for hearing loss. Presbycusis, a gradual, progressive decline in the ability to perceive high-frequency tones due to degeneration of hair cells in the ear, is the most common cause of hearing loss in older adults. However, hearing loss may result from several contributing factors. Other risk factors include a history of exposure to loud noises or ototoxic agents, including occupational exposures; previous recurring inner ear infections; genetic factors; and certain systemic diseases, such as diabetes.","Importance
Age-related sensorineural hearing loss is a common health problem among adults aged 50 years or older. Hearing loss can affect social functioning and quality of life.
Detection
Convincing evidence shows that screening tools can reliably and accurately identify adults with objective hearing loss. Clinical tests used to screen for hearing impairment include testing whether a person can hear a whispered voice, a finger rub, or a watch tick at a specific distance. Perceived hearing loss can be assessed by asking a single question (for example, &ldquo;Do you have difficulty with your hearing?&rdquo;) or with a more detailed questionnaire, such as the Hearing Handicap Inventory for the Elderly&ndash;Screening Version (HHIE-S). A handheld screening instrument consisting of an otoscope with a built-in audiometer can also be used.
Benefits of Detection and Early Treatment
Because of a paucity of directly applicable trials, evidence is inadequate to determine whether screening for hearing loss improves health outcomes in persons who are unaware of hearing loss or have perceived hearing loss but have not sought care. One good-quality study showed that hearing aids can improve self-reported hearing, communication, and social functioning for some adults with age-related hearing loss. This study nearly exclusively evaluated white male veterans with moderate hearing loss and moderate to severe perceived hearing impairment, more than one third of whom had been referred for evaluation of hearing problems; as such, these findings were of limited applicability to a hypothetical asymptomatic, screened population. The only randomized trial that directly evaluated the effect of screening for hearing impairment&mdash;rather than the effect of treatment alone&mdash;was not primarily designed nor had sufficient statistical power to detect differences in hearing-related function. The USPSTF concludes that the evidence is inadequate to assess the benefit of screening and early treatment in an unselected screening population.
Harms of Detection and Early Treatment
Because of a lack of studies, evidence to determine the magnitude of harms of screening for hearing loss in older adults is inadequate; however, given the noninvasive nature of both screening and associated diagnostic evaluation, these harms are probably small to none. Adequate evidence shows that the harms of treatment of hearing loss in older adults are small to none.
USPSTF Assessment
The USPSTF concludes that evidence is lacking, and the balance of benefits and harms of screening for hearing loss in adults aged 50 years or older cannot be determined.",None,None
254,Hypertension: Screening -- Children and Adolescents,I,1,men and women,5,17,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for primary hypertension in asymptomatic children and adolescents to prevent subsequent cardiovascular disease in childhood or adulthood.,"Several organizations recommend routine screening of blood pressure at well-child visits starting at age 3 years, based on consensus.",None,135,205,206,0,"The strongest risk factor for primary hypertension in children and adolescents is elevated body mass index. Other risk factors include low birhweight, male sex, ethnicity, and family history of hypertension.","Importance
The prevalence of hypertension in children and adolescents in the United States has been reported at 1% to 5%. Primary hypertension in children and adolescents is associated with several risk factors, the strongest of which is elevated body mass index. The prevalence of hypertension in children and adolescents has increased over the past several decades, which is probably attributable to the increase in the prevalence of childhood overweight and obesity. The prevalence of hypertension among obese children in the United States is estimated at 11%.One rationale for screening for hypertension in children and adolescents is that early identification of primary hypertension could lead to interventions to reduce blood pressure during childhood and adolescence, resulting in a reduced risk for cardiovascular events and death in adulthood.
Detection
The USPSTF found inadequate evidence about the diagnostic accuracy of screening for elevated blood pressure with sphygmomanometry in the clinical setting. The 2 fair-quality studies available used different gold standards (ambulatory blood pressure monitoring and subsequent blood pressure readings). Blood pressure screening with sphygmomanometry in the clinical setting may be reasonably sensitive for identifying children and adolescents with hypertension; however, false-positive results may occur with normalization of subsequent blood pressure measurements.
Association With Adult Hypertension and Cardiovascular Disease
The USPSTF found no direct evidence that routine blood pressure measurement accurately identifies children and adolescents who are at increased risk for cardiovascular disease in adulthood and inadequate evidence that routine blood pressure measurement accurately identifies children and adolescents who are at increased risk for adult hypertension or other intermediate measures of adult cardiovascular disease. Children and adolescents with hypertension are more likely to have hypertension as adults; however, predictive values of childhood hypertension for adult hypertension are at best modest (65%) and vary widely (19% to 65%). Most studies examining the association of hypertension and subclinical cardiovascular disease in children are cross-sectional studies and limited to children with hypertension secondary to kidney disease. Evidence about the longitudinal association between hypertension in children and adolescents and intermediate outcomes indicating cardiovascular damage in adults, such as carotid intima&ndash;media thickening or microalbuminuria, is limited and conflicting.
Benefits of Detection and Early Intervention
The USPSTF found inadequate evidence to determine whether treatment of elevated blood pressure in children or adolescents results in sustained decreases in blood pressure in childhood because studies in this area have been of short duration; trials of the efficacy of antihypertension drugs were typically 4 weeks in duration, whereas studies of lifestyle interventions ranged from 2 months to 3 years with a median duration of 7 months.The USPSTF also found inadequate evidence to determine the health outcomes associated with interventions to treat primary hypertension in childhood or adolescence.
Harms of Detection and Early Intervention
The USPSTF found inadequate evidence to assess the potential harms of screening for primary hypertension in children and adolescents. Only 1 good-quality study was identified, and it did not find any adverse effects, as assessed by school absenteeism, of detecting primary hypertension in childhood.The USPSTF found inadequate evidence to assess the potential harms of pharmacologic or nonpharmacologic treatment of elevated blood pressure in childhood or adolescence. Short-term pharmacologic treatments generally seemed to be well-tolerated, with no serious adverse events during short-term treatment periods. However, adverse event rates were often incompletely reported, and the evidence is limited by a lack of studies with follow-up longer than several weeks. Information on adverse effects of lifestyle interventions or lifestyle interventions combined with pharmacotherapy is also limited.
USPSTF Assessment
The USPSTF concludes that the evidence to support screening for primary hypertension in children and adolescents is insufficient and that the balance of benefits and harms cannot be determined.",None,None
336,Idiopathic Scoliosis: Screening--Children and adolescents aged 10 to 18 years,I,1,men and women,10,18,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for adolescent idiopathic scoliosis in children and adolescents aged 10 to 18 years.,None,None,187,299,300,0,None,None,None,None
308,Impaired Visual Acuity in Older Adults: Screening --Adults 65 years or older,I,1,men and women,65,100,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for impaired visual acuity in older adults.,None,None,165,132,278,0,None,None,None,None
289,Iron Deficiency Anemia: Screening -- Children ages 6 to 24 months,I,1,unspecified,0,2,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for iron deficiency anemia in children ages 6 to 24 months.,None,None,157,260,259,0,None,"Importance
The aims of iron supplementation or screening for and treatment of iron deficiency anemia in pregnant women are to improve maternal and infant health outcomes. Few data are available to estimate the current prevalence of iron deficiency anemia in pregnant women in the United States. Based on older data from 1999 to 2006, an estimated 18.6% of pregnant women have iron deficiency; of those, an estimated 16.2% have anemia.&nbsp;Rates may be higher in low-income and minority populations.
Detection and Recognition of Risk Status
The USPSTF found inadequate evidence that specifically addressed the accuracy of screening tests in asymptomatic pregnant women. The USPSTF found inadequate evidence to evaluate risk prediction tools to identify pregnant women who are at increased risk for iron deficiency anemia.
Benefits of Early Detection and Treatment
Screening
The USPSTF found inadequate evidence on screening for iron deficiency anemia in asymptomatic pregnant women. No studies evaluated the direct effects of routine screening in asymptomatic pregnant women on maternal health or birth outcomes. The USPSTF also found inadequate evidence on the treatment of iron deficiency anemia in pregnant women because none of the recent studies on treatment were generalizable to the general U.S. population. This represents a critical gap in the evidence.
Preventive Medication
Overall, the USPSTF found inadequate evidence on the effect of routine iron supplementation during pregnancy on maternal health or birth outcomes, such as maternal iron deficiency anemia, cesarean delivery, preterm delivery, infant mortality, or low birthweight. Several studies reported inconsistent findings on these health outcomes. The USPSTF found adequate evidence that routine iron supplementation during pregnancy improves intermediate maternal hematologic indexes, such as serum ferritin and hemoglobin levels. The USPSTF found adequate evidence that routine iron supplementation during pregnancy has no effects on the length of gestation and infant Apgar scores at 1 and 5 minutes.
Change in Iron Status
No studies were found that directly assessed the association between change in iron status as a result of treatment or supplementation and improvement in maternal or infant health outcomes. This represents a critical gap in the evidence.
Harms of Early Detection and Treatment
Screening
The USPSTF found inadequate evidence on the harms of routine screening for iron deficiency anemia in asymptomatic pregnant women. No studies were found that evaluated the harms of routine screening on maternal health or birth outcomes. The USPSTF found inadequate evidence on the harms of treatment of iron deficiency anemia in pregnant women; no recent studies were generalizable to the current general U.S. population.
Preventive Medication
The USPSTF found adequate evidence that the magnitude of the harms of routine iron supplementation in pregnant women is small to none. Several studies assessed the harms of iron supplementation in pregnant women. Most reported no statistically significant increase in harms. Of the harms reported, most were self-limited and transient effects of treatment, such as nausea, constipation, and diarrhea.
USPSTF Assessment

The USPSTF concludes that the evidence of the effect of routine screening for iron deficiency anemia in asymptomatic pregnant women on maternal health and birth outcomes is insufficient. Evidence is lacking, and the balance of benefits and harms cannot be determined.&nbsp;&nbsp;
The USPSTF concludes that the evidence on the effect of routine iron supplementation in pregnant women on maternal health and birth outcomes of is insufficient. Evidence is lacking, and the balance of benefits and harms cannot be determined
",None,None
290,Iron Deficiency: Supplementation -- Pregnant Women,I,1,female,11,64,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of routine iron supplementation for pregnant women to prevent adverse maternal health and birth outcomes.,None,Pregnant,156,255,254,0,"Several factors have been identified that may increase a pregnant woman&rsquo;s risk for iron deficiency anemia, including a diet lacking in iron-rich foods (for example, a vegetarian diet with inadequate sources of iron), gastrointestinal disease and/or medications that can decrease iron absorption (for example, antacids), and a short interval between pregnancies. Non-Hispanic black and Mexican American women have higher prevalence rates of iron deficiency than white women and women with parity of 2 or more. Evidence on additional risk factors, such as lower educational level and family income, has been less consistent. On the basis of a literature scan, the USPSTF found limited evidence on the use of risk prediction tools to identify pregnant women who are at increased risk for iron deficiency anemia",None,None,None
292,Iron Defiency Anemia in Pregnant Women: Screening -- Pregnant Women,I,1,female,11,64,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for iron deficiency anemia in pregnant women to prevent adverse maternal health and birth outcomes.,None,Pregnant,156,255,254,0,"Several factors have been identified that may increase a pregnant woman&rsquo;s risk for iron deficiency anemia, including a diet lacking in iron-rich foods (for example, a vegetarian diet with inadequate sources of iron), gastrointestinal disease and/or medications that can decrease iron absorption (for example, antacids), and a short interval between pregnancies. Non-Hispanic black and Mexican American women have higher prevalence rates of iron deficiency than white women and women with parity of 2 or more. Evidence on additional risk factors, such as lower educational level and family income, has been less consistent. On the basis of a literature scan, the USPSTF found limited evidence on the use of risk prediction tools to identify pregnant women who are at increased risk for iron deficiency anemia",None,None,None
313,Lipid Disorders in Children and Adolescents: Screening -- Children and Adolescents 20 years or younger,I,1,men and women,1,20,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for lipid disorders in children and adolescents 20 years or younger. (I statement),None,Age,171,None,None,0,None,None,None,None
324,Obstructive Sleep Apnea in Adults: Screening Asymptomatic adults,I,1,female,18,100,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for obstructive sleep apnea (OSA) in asymptomatic adults.,None,Other,177,288,None,0,"Risk factors associated with OSA include male sex, older age (40 to 70 years), postmenopausal status, higher BMI, and craniofacial and upper airway abnormalities.",None,None,None
255,Oral Cancer: Screening -- Adults,I,1,men and women,18,100,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for oral cancer in asymptomatic adults.,None,Tobacco user,136,207,208,0,"Tobacco and alcohol use are major risk factors for oral cancer. A total of 20% to 30% of cases of oral cancer worldwide are attributable to cigarette smoking. In the United States, up to 75% of cases of oral cancer may be attributable to tobacco and alcohol use. Additional risk factors include male sex, older age, use of betel quid, ultraviolet light exposure, infection with Candida or bacterial flora, and a compromised immune system. Sexually transmitted oral HPV infection (HPV-16) has recently been recognized as an increasingly important risk factor for oropharyngeal cancer. In the United States, the prevalence of oropharyngeal cancer due to oral HPV infection is probably as high as 80% to 95%. The prevalence of oral HPV infection is associated with age, sex, number of sexual partners, and number of cigarettes smoked per day. The effect of multifactorial risk assessment and screening for risk factors on oral cancer morbidity and mortality is unknown.","Importance
Oral cavity cancer (or oral cancer) and pharyngeal cancer include cancer of the lip, oral cavity, and pharynx (nasopharynx, oropharynx, and laryngopharynx). Ninety percent of all cases of oral cavity and pharyngeal cancer are classified as squamous-cell carcinoma. An estimated 41,380 new cases of and 7890 deaths from cancer of the oral cavity and pharynx will occur in 2013. At the time of diagnosis, more than 50% of persons with oral and pharyngeal cancer have regional or distant metastases. Screening for oral cancer may be helpful if potentially malignant disorders can be identified earlier and treated successfully.Oral and oropharyngeal cancer have different causes. Oral cavity cancer is predominantly caused by tobacco and alcohol use. Oropharyngeal cancer, another subset of neck and head cancer, includes human papillomavirus (HPV) as an important risk factor. The incidence and mortality rate of oral cancer has been decreasing in the United States presumably because of reduced tobacco and alcohol use. However, HPV-related oropharyngeal cancer is increasing in incidence. Oropharyngeal cancer includes lesions of the tonsil, oropharynx, and base of the tongue. The epidemiology of HPV-related oropharyngeal cancer is evolving and could have important implications for identifying high-risk populations that might benefit from screening.
Detection
The USPSTF found inadequate evidence that the oral screening examination accurately detects oral cancer.
Benefits of Detection and Early Treatment
The USPSTF found inadequate evidence that screening for oral cancer and treatment of screen-detected oral cancer improves morbidity or mortality.
Harms of Detection and Early Treatment
The USPSTF found inadequate evidence on the harms of screening. No study reported on harms from the screening test or from false-positive or false-negative results. Potential diagnostic harms are primarily related to the harms of biopsy for suspected oral cancer or its potential precursors. Harms of treatment for screen-detected oral cancer and its potentially malignant precursors (leukoplakia and erythroplakia) may result from complications of surgery (first-line treatment), radiation, and chemotherapy. The natural history of screen-detected oral cancer or potentially malignant disorders is unclear; thus, the magnitude of overdiagnosis due to screening is unknown.
USPSTF Assessment
The USPSTF concludes that the evidence is insufficient to determine the balance of benefits and harms of screening for oral cancer in asymptomatic adults by primary care providers.",None,None
356,PAD and CVD Risk Assessment With the Ankle-Brachial Index Adults,I,1,men and women,18,100,"The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for peripheral artery disease (PAD) and cardiovascular disease (CVD) risk with the ankle-brachial index (ABI) in asymptomatic adults.
&nbsp;
See the&nbsp;Clinical Considerations section&nbsp;for suggestions for practice regarding the I statement.",None,Other,197,321,320,0,"In addition to older age, major risk factors for PAD include diabetes, current smoking, high blood pressure, high cholesterol levels, obesity, and physical inactivity, with current smoking and diabetes showing the strongest association.6&nbsp;",None,None,None
325,"Periodic Screening With the Pelvic Examination: ScreeningAsymptomatic, nonpregnant adult women who are not at increased risk for any specific gynecologic condition",I,1,female,18,100,"The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of performing screening pelvic examinations in asymptomatic women for the early detection and treatment of a range of gynecologic conditions.
&nbsp;This statement does not apply to specific disorders for which the USPSTF already recommends screening (ie, screening for cervical cancer with a Papanicolaou [&ldquo;Pap&rdquo;] smear, screening for gonorrhea and chlamydia). See the&nbsp;Table&nbsp;for more information.",None,Sex,178,289,None,0,None,None,None,None
342,Skin Cancer Prevention: Behavioral Counseling Adults,I,1,unspecified,18,100,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of counseling adults about skin self-examination to prevent skin cancer.,None,None,190,308,None,0,None,None,None,None
312,Skin Cancer: Screening --Asymptomatic adults,I,1,men and women,18,100,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of visual skin examination by a clinician to screen for skin cancer in adults.,None,Other,170,282,283,0,"Skin cancer of any type occurs more commonly in men than in women and among persons with a fair complexion, persons who use indoor tanning beds, and persons with a history of sunburns or previous skin cancer. Specific risk factors for melanoma include having a dysplastic nevus (atypical mole), having multiple (ie, &ge;100) nevi, and having a family history of melanoma.3,&nbsp;4&nbsp;Like most types of cancer, the risk of melanoma increases with age; the median age at diagnosis is 63 years, and the median age at death is 69 years.1",None,None,None
288,Speech and Language Delay and Disorders: Screening -- Children Age 5 and Younger,I,1,men and women,0,5,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for speech and language delay and disorders in children aged 5 years or younger.,None,None,155,252,253,0,"Based on a review of 31 cohort studies, several risk factors have been reported to be associated with speech and language delay and disorders, including male sex, family history of speech and language impairment, low parental education level, and perinatal risk factors (e.g., prematurity, low birth weight, and birth difficulties).",None,None,None
321,Statin Use for the Primary Prevention of CVD: Preventive Medication -- Adults 76 years and older with no history of CVD,I,1,men and women,76,100,"The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of initiating statin use for the primary prevention of CVD events and mortality in adults 76 years and older without a history of heart attack or stroke.
Considerations for Implementation 
To determine whether a patient is a candidate for statin therapy, clinicians must first determine the patient&rsquo;s risk of having a future CVD event. However, clinicians&rsquo; ability to accurately identify a patient&rsquo;s true risk is imperfect, because the best currently available risk estimation tool, which uses the Pooled Cohort Equations from the 2013 American College of Cardiology/American Heart Association (ACC/AHA) guidelines on the assessment of cardiovascular risk,1 has been shown to overestimate actual risk in multiple external validation cohorts.2-4 The reasons for this possible overestimation are still unclear. The Pooled Cohort Equations were derived from prospective cohorts of volunteers from studies conducted in the 1990s and may not be generalizable to a more contemporary and diverse patient population seen in current clinical practice. Furthermore, no statin clinical trials enrolled patients based on a specific risk threshold calculated using a CVD risk prediction tool; rather, patients had 1 or more CVD risk factors other than age and sex as a requirement for trial enrollment.
Because the Pooled Cohort Equations lack precision, the risk estimation tool should be used as a starting point to discuss with patients their desire for lifelong statin therapy. The likelihood that a patient will benefit from statin use depends on his or her absolute baseline risk of having a future CVD event, a risk estimation that is imprecise based on the currently available risk estimation tool. Thus, clinicians should discuss with patients the potential risk of having a CVD event and the expected benefits and harms of statin use. Patients who place a higher value on the potential benefits than on the potential harms and inconvenience of taking a daily medication may choose to initiate statin use for reduction of CVD risk. The USPSTF has made several other recommendations relevant to the prevention of CVD in adults (see the &ldquo;Other Approaches to Prevention&rdquo; section).
Patient Population Under Consideration 
These recommendations apply to adults 40 years and older without a history of CVD who do not have current signs and symptoms of CVD (ie, symptomatic coronary artery disease or ischemic stroke). Some individuals in this group may have undetected, asymptomatic atherosclerotic changes; for the purposes of this recommendation statement, the USPSTF considers these persons to be candidates for primary prevention interventions. These recommendations do not apply to adults with a low-density lipoprotein cholesterol (LDL-C) level greater than 190 mg/dL (to convert LDL-C values to mmol/L, multiply by 0.0259) or known familial hypercholesterolemia; these persons are considered to have very high cholesterol levels and may require statin use.",None,Other,174,285,None,0,"Risk Factors for CVD
For the purposes of this recommendation, dyslipidemia is defined as an LDL-C level greater than 130 mg/dL or a high-density lipoprotein cholesterol (HDL-C) level less than 40 mg/dL (to convert HDL-C values to mmol/L, multiply by 0.0259). Most participants enrolled in trials of statin use for the prevention of CVD had an LDL-C level of 130 to 190 mg/dL or a diabetes diagnosis; hypertension and smoking were also common among trial participants.6 Persons with an LDL-C level greater than 190 mg/dL were usually excluded from trial participation, as it was not considered appropriate to randomly assign them to placebo. Thus, these recommendations do not pertain to persons with very high cholesterol levels (ie, LDL-C &gt;190 mg/dL) or familial hypercholesterolemia, as they were excluded from most prevention trials.",None,None,None
264,"Suicide Risk:Screening -- Adolescents, Adults, and Older Adults",I,1,men and women,12,100,"The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for suicide risk in adolescents, adults, and older adults in primary care.",None,None,143,222,221,0,None,None,None,None
291,"Thyroid Dysfunction: Screening -- Nonpregnant, Asymptomatic Adults",I,1,men and women,18,100,"The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of screening for thyroid dysfunction in nonpregnant, asymptomatic adults.",The optimal screening interval for thyroid dysfunction (if one exists) is unknown.,None,150,256,257,0,"The most common cause of hypothyroidism in the United States is chronic autoimmune (Hashimoto) thyroiditis. Risk factors for an elevated TSH level include female sex, advancing age, white race, type 1 diabetes, Down syndrome, family history of thyroid disease, goiter, previous hyperthyroidism (possibly due in part to ablation therapy leading to iatrogenic thyroid dysfunction), and external-beam radiation in the head and neck area. Common causes of hyperthyroidism include Graves disease, Hashimoto thyroiditis, and functional thyroid nodules. Risk factors for a low TSH level include female sex; advancing age; black race; low iodine intake; personal or family history of thyroid disease; and ingestion of iodine-containing drugs, such as amiodarone. The USPSTF found no direct evidence that treatment of thyroid dysfunction based on risk level alters final health outcomes.",None,None,None
287,"Tobacco Smoking Cessation: Electronic Nicotine Delivery systems (ENDS) -- All adults, including pregnant women",I,1,men and women,18,100,"The USPSTF concludes that the current evidence is insufficient to recommend electronic nicotine delivery systems (ENDS) for tobacco cessation in adults, including pregnant women. The USPSTF recommends that clinicians direct patients who smoke tobacco to other cessation interventions with established effectiveness and safety (previously stated).",None,Tobacco user,153,248,247,246,"According to the 2012&ndash;2013 National Adult Tobacco Survey, smoking prevalence is higher in the following groups: men; adults aged 25 to 44 years; persons with a race or ethnicity category of &ldquo;other, non-Hispanic&rdquo;; persons with a GED (vs. graduate-level education); persons with an annual household income of less than $20,000; and persons who are lesbian, gay, bisexual, or transgender.&nbsp;Higher rates of smoking have been found in persons with mental health conditions.",None,249,None
286,Tobacco Smoking Cessation: Pharmacotherapy Interventions -- Pregnant Women,I,1,female,11,64,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of pharmacotherapy interventions for tobacco cessation in pregnant women.,None,Pregnant,153,248,247,246,"According to the 2012&ndash;2013 National Adult Tobacco Survey, smoking prevalence is higher in the following groups: men; adults aged 25 to 44 years; persons with a race or ethnicity category of &ldquo;other, non-Hispanic&rdquo;; persons with a GED (vs. graduate-level education); persons with an annual household income of less than $20,000; and persons who are lesbian, gay, bisexual, or transgender.&nbsp;Higher rates of smoking have been found in persons with mental health conditions.",None,249,None
332,Vision in Children: Screening -- younger than 3 years,I,1,men and women,0,2,The USPSTF concludes that the current evidence is insufficient to assess the balance of benefits and harms of vision screening in children younger than 3 years.,None,None,184,None,None,0,None,None,None,None
